0110003210010000033161102140070801140080901      2220202022200220202010000
0110010710010001011250303000000000140060701      0000202020200200200000000
0110013111010000053150904140090901140060801      2222202220202222222010000
0110017210010000011230201000000000700000901      0000202020000202000000000
0110018011010000033160804140080901138070801      2222202220202220222010000
0110019800010000011260201000000000700000501      2000200000200000200000000
0110025511010000043180201000000000700000301      2200202020200200200000000
0110028900010000023180302700000901700000501      2000220000000220200000000
0110029701010000033180702320050501312050501      2202222220202220202000000
0110031310010001023120603000000000140080801      2220202020202220202010000
0110033911010000023150505140081001600001101      2222202022200220200010000
0110034710010200013160202700000501222050501      0000200000200000200000000
0110035410010001013170202320020201240020201      2202202222200200202000000
0110040410010000011240401000000000136090601      0000220020200000200000000
0110045301010100013150401160060901000000000      2220200000000200202010000
0110048710010100023140505140070701142060501      2222202022200222202010000
0110057801010000023140702700000501700000501      2222202020200220202000000
0110058611010000023140502700000501700000501      2222202220200222202000000
0110060210010002034251003160070901145040801      2200202020202222200000000
0110062810010001033150304000000000143060901      2212202022000120201010000
0110064400010100023180402700000301135050501      2222202020200220202000000
0110065111010000023150505140060501600000601      2222202020200220202000000
0110067710010001033170702145070801140060501      2202200220202220200000000
0110070110010100033160705150081101220081001      2222222020200222220010000
0110071911010000024150902140081001140081001      2222202022202222202010000
0110073511010101023160702144060501221060501      2222202220200222202000000
0110074300010000013180802700000501600000201      0000200000000020200000000
0110075001020000013170101000000000700000601      2202200000000000200000000
0110079210010100022130503000000000140060801      2200202020002220202010000
0110081810010000033150904150101001208081001      2222202220202220202010000
0110085910050100023180302230100801135050301      2202222200200000200000000
0110086700010000013280101000000000700000301      0000202002200000200000000
0110087510010001033131104140070601225090801      2220202222202220222010000
0110088310020000021250301000000000700000501      0000212000000000201000000
0110089110010100025230201500000701000000000      0000202000000200200010000
0110096601010001043160703160100701209060401      2222202220202222202000000
0110101411010000053161204150070701140060701      2222202220200220202010000
0110102210010000043180902320060901135060501      2222202020200220202010000
0110104801010001013130505230080501140060701      2000200022000220200010000
0110106310010000031250202230070501700000511      0000222020200220200000000
0110109710010000013180402221020401220050901      2202202022200220202010000
0110116210010001023180201000000000700000501      2222220022200000202000000
0110120410010001023120703145030501228020501      2220201122000222201010000
0110122010010000011210501000000000140060501      0000202020200220200000000
0110126111010001023150903150070901140081101      2222202000200222200010000
0110131111010000013160401000000000145060701      2220222020200222202000000
0110132910010100032131105140080901136080901      2222202220200220222010000
0110137810010000013150606140080801140020501      2200202020200222220010000
0110140211010100053180704160100801208080801      2200222222200222202010000
0110141000010000014260401000000000140080901      0000221020100201200000000
0110142810010000023150604140030701140060601      2202200220200222202010000
0110144401010000023180301000000000140050701      2022200022222000202000000
0110148501010001013150905150100901220080901      2202212121000221222000000
0110151900010000011210402000000000145060701      2220202002002222200000000
0110154310010001033131105150090801141080901      2222202020200220202010000
0110156800050000023140903150101001225060901      2222022220202220222010000
0110161801010001023180301000000000700000801      2200200022200220202000000
0110167510010102013160604140020401136070501      2202200020200222200010000
0110168310010000023130302140030701140060201      2202200222200220202000000
0110171711010001023131002145100801135100501      2220202020202222202010000
0110175810010000013180201000000000320050501      2202202220200120200000000
0110178200050001023171103160100801140080801      2222222220200222222000000
0110179010010102053150804144040701140060801      2222202220202222200010000
0110182411010000033180402700000301700000501      2222202220200220202010000
0110183211010001023150402140030501140060401      2222202020202220202000000
0110186510010000043150503230040301140060701      2200202222000220222000000
0110189910010000053181202700000901700000501      2222222020202222200010000
0110194911010100033150805140060901600000501      2222222022202222222010000
0110198010010000011240102000000000700000401      0002202020002000200000000
0110199810010000044250303000000000144030401      2202202022202220202010000
0110204610040000023120605140100801140060801      2202202220200120201010000
0110205310010000023180502140030401135080501      2202202020200220202000000
0110207910010001033180702140090701220030401      2222202220220220202000000
0110212910010000023160302140020301230020301      2202222001110220200000000
0110215201010000033141004160070901140081101      2202202222202220202000000
0110218610010000013170601315020501000000000      2212222122200200202010000
0110223611010000053160603150100501222070501      2202220220002220222010000
0110224400010000013180302700000801700000901      2202222220200020202000000
0110229310010000021230201000000000440030601      0020202020202220200000000
0110230110010001033130602160080901500000701      2222202022200200202010000
0110232711010000033150604166100801140060501      2222202020202220202010000
0110239210010000013180401000000000140100401      2202202000200000202000000
0110241800010000035160302000000000700000301      2002200020000200200000000
0110242610010000043180503150100501225060501      2222201022200020200010000
0110245910010000011240902145020501140080801      2220202020002000200000000
0110248300010001033160602700000501140060801      2222202022002220202010000
0110249111050001023151207180081101600001001      2222202020000020200000000
0110253310010000011270201000000000315060701      0000222020200020200010000
0110254111010000034261202140090901700000901      2222202220202220202010000
0110267310010000011250502230020501140050501      0000202020200020200010000
0110269910010100033150503140020501140020901      2222202020202222202010000
0110270700010001043150302000000000140060601      2202222020200220202010000
0110271510010000011250301000000000140060501      0011200100101211201000000
0110276410010000023210303140030601600000601      0000202020200222200000000
0110278010010000023151005160070901600000801      2202022020200222202000000
0110280600010101043120804140070501140060801      2222202022202220200010000
0110282210010000043151004150101101230101101      2222202220002222222010000
0110286310040300023210403140030501130060801      0000000001100120200000000
0110287100010000011260201320050801000000000      0000202000000000200000000
0110290511010001053150806144090601160060501      2220212220202222202010000
0110292110010000013230202140020701000000000      2200222001200000200000000
0110294700010000011230501000000000140090701      0000202000200220200000000
0110298810010200023130603145020601140060701      2202200220200200202010000
0110299610010200022130702140060801230080901      2220202020002222200010000
0110301011010000025130503140030701000000000      2222222020200220200000000
0110302801010000023270201000000000140050501      2202222000200220200000000
0110305110010100024250602000000000140090701      2200202002200220202000000
0110310110010000023140604140070801137060501      2102202020200200202010000
0110325910010001013120703145050701140060701      2220202022000220202010000
0110328300050000013160203700000301700000501      2200200220200220200000000
0110330910010100011240103000000000220050501      0002200022200220200000000
0110334100010000023180602160100901220070701      2222202020202220202000000
0110339000010000023180602700000801600000801      2002200020000000202000000
0110340811010000033170704140060501140081001      2222222220202222202000000
0110347310010001043150405140020501600000801      2222202220200000222000000
0110348100010000033180402000000000140060501      2200200020000220202000000
0110349911010001033151105135071001220060901      2222222022102220202010000
0110351510010000021240502000000000140060501      0000202022200222200000000
0110353100010001024250301000000000143060801      2200200000200222200010000
0110356410010000016240302000000000140090501      0000202000200222200000000
0110361410010000043360402700000501220070701      2222222020200220202000000
0110364810010001033341102145100601135070801      2222202220202221202000000
0110367100010001023140605140060801600000901      2220222222200222200010000
0110370511010100013140706140081001144081001      2200222220200222202000000
0110373900010000011220101000000000150050401      0000202002200220200000000
0110374710010100023250503140100301220070301      2200202022000222200000000
0110375410010000033141002700000901600000501      2222202220022222202010000
0110376201010000033141206155100901600000901      2222202022202022202000000
0110377000010000024180201000000000700000501      2200202020000000202000000
0110380410010101043170203140050501140060501      2222222020200220200010000
0110383800010000023180202000000000700000501      2222202220200200200000000
0110386110010000011260201000000000700000801      0000200000000220200000000
0110387910010000023170201000000000320050301      2222220020200000202000000
0110391110050000023260204000000000600000801      2200202020200222200010000
0110392911010000033240703155070901208050901      2220211211200220202010000
0110398610010101033170702000000000220070501      2222202220200220200010000
0110400010010001033210604158020301145060801      0000201020200222201010000
0110405911010000033130403150061001000000000      2202202020102200201010000
0110407510010100023180302700000401600000501      2200222020200202200000000
0110408301010000013180201420060901000000000      2200222002220220202000000
0110409110010000023180302305100601435030601      2202222220200220200010000
0110417410010000033180702700000801700001101      2222202220200220202000000
0110420810010100023140205170100501600000401      2202202220200200000000000
0110427311010000031250401000000000600000801      2220222020002220202000000
0110430711010001023150902140060701230060801      2202202222200220202010000
0110432310010001033161104147100901143090701      2222202222202222222010000
0110433101010101023160503160030701140080901      2222202020002220222010000
0110434900010001023151204145081101600000901      2220202020202222202010000
0110438010010000021220102000000000440070501      2200222000000220200000000
0110439810010000023180902148091101206080801      2220202220202220202010000
0110443000010000033120804145080801140060501      2222202020002220222000000
0110446300010000023180502140100901136100801      2200221000200220200000000
0110449701010100033150902140060601140080901      2202222222200222202010000
0110450510050000043180902150100501135060701      2222222022202221202000000
0110451310010000033150202000000000225060501      2222222220202220222010000
0110454711010000023150301000000000136060901      2222202020000000202000000
0110456200010000011250301000000000700001001      0000220000200200200000000
0110457001010001033151305155100901140090901      2222222220202222222010000
0110459611010000023151202140081101221080901      2222202220202220201000000
0110467911010003033180705140040501600000501      2202200020200020200000000
0110475210010001013130201000000000700000701      2220202021200000211000000
0110478610010000013150704145080901600000901      2222202020202222202010000
0110479410010000033280802140100801600000801      2222202022200222200010000
0110483611010101053180904140080801500001101      2202200220202220202010000
0110485110010000021250301000000000138060501      0000202020200220200000000
0110487710010000023130404140080801234070801      2202202022200220202010000
0110490110010000033180803140030701135060501      2222202020220222202010000
0110499210010000013180101000000000700000301      2222202222200200200000000
0110500711010100023170403137050501140090501      2222202020200220202010000
0110506400010000023150508145060901600000901      2200202020000022200010000
0110509810050000013180102140020401700000501      2202202022200000200010000
0110516310010101053170305145060801140060501      2222212220100222202010000
0110527011010000013140804160100901600000801      2202202020200222200010000
0110528801010000033160705140030801230060701      2202202022002220222010000
0110530410010001033150504450030701600000801      2222202020202220222010000
0110532010010001023150706170080901224080701      2222202020000222200010000
0110540310010000043161003160070901150050501      2222202222000220202000000
0110543711010000016130203180020501600000201      2202200020000000200000000
0110549400010000015140101000000000700000401      0002222000200000202000000
0110554411010101023140403145020901225060501      2202120021200220201000000
0110556910010000011150502330100801230060501      2202202020200220200000000
0110558510010000013180502700000701000000000      2222200220200200202000000
0110559300010000011270401000000000700000501      2200200000000020202000000
0110562710010003063151203145060801140100501      2222202020202220200010000
0110564311010200033140703140080701140080701      2222202020202220202010000
0110567611010001024150602700000601150081101      2202222220200220202010000
0110568410010000025140301140020501000000000      2200200000200000200010000
0110571811010000023170604148020501600000501      2202202220202220202010000
0110575910010000013180402700000501700000801      2202220000200220200000000
0110576710010000033160402700000501135100701      2222222220202220202010000
0110577501010001023140604175100901224060901      2212222222000220222010000
0110580910010000011250401000000000140060701      0000202020200220200000000
0110581710010001023150205000000000600000401      2222200022200000200010000
0110582511010001033150806140101101136060901      2220202020202222222010000
0110586610010100033140302700000401700000801      2222202220202220202000000
0110592400010000033181202135081101148101101      2222202222200200202000000
0110598111010000033151004144101001228060801      2222202020202222222000000
0110600510010200053150904160070901155080801      2200202010202220212010000
0110602111010000023180802140030301150060801      2222202220200200202000000
0110603901010201023160602000000000140061001      2202202222000222202010000
0110604710010000053150607500000301145050401      2202222220220220200010000
0110606211010101023151102000000000700000501      2220202020202220202010000
0110607010010100011260201000000000700001101      0000222000002000200000000
0110610410010001013161103150081101150100901      2222202222000222220010000
0110611211010000021350502140100901140100401      2202202020000220200000000
0110612010080000025130704140030501232050701      2200200020000222200000000
0110613811010001023151003136081101600001101      2220222020202222222000000
0110616100010000033180302700000701600000801      2222222222200222200000000
0110618701010000033150703145020501145060801      2222222022220220200010000
0110619501010000033350602000000000600000901      2222200020000000200000000
0110624511010001023181004150101101224060901      2222202020202200202010000
0110632811010000023180301000000000700000701      2200022002000000202000000
0110635101010000023140502212060801130050301      2222202200202220202000000
0110638510010000033141004140061101140080901      2222202020200222202000000
0110639301010000013180201000000000700000501      2222200002200200200000000
0110645000010002013150202220100301500000701      2222222020200000200000000
0110648400010000011220201000000000226060301      0000200020000000000000000
0110650010010000023150404140100401600000901      2222222220200220202000000
0110651800010001023150804160070401600000901      2222222020200220202000000
0110652601010100013180502145100501136050501      0002202202000220202000000
0110663310010001023150504140020901600000901      2222202220200220220010000
0110664101010000023140801000000000150081101      2220202002002222202000000
0110665810010201023151306165100801600001001      2222022220222220202010000
0110669010010100013171002145101001600000801      2222202022202222222000000
0110670811010000011250401140080801000000000      0000200000202200200000000
0110672410010000014230702143020501136080801      2202202020000220200000000
0110673201010000033150805145020801140081101      2222202020202222202010000
0110674000010100013150401000000000233050301      2200200002200200200000000
0110679910010000033230504148030601232060501      2210202020200222201000000
0110680710010000024210202145020501500000801      2200202002200220200000000
0110685610010001021210103000000000215060401      0000222002202220200010000
0110688011010000043151004140020801140090901      2222202222202222202010000
0110689811010001033160803144070501140080501      2220202020202222202010000
0110690600010000023140704140100901224080901      2202202022200222202000000
0110692211010002013140604160040601232080901      2222202022202222202000000
0110693010010000021250301000000000700000501      0000020020200020200000000
0110695510010100033180303145020801600000701      2202222220200220200010000
0110696310010000025160402700000801600000301      2202202020200020202010000
0110704500010000023280302700000201140040301      0002222000200000200000000
0110707811010100013140301000000000140081101      2200200000000220002000000
0110710211010001025120504140020801220070415      2200202020200222200000000
0110712810010001033180704000000000135050401      2222222221200121200010000
0110713610010000023150605142090801234080701      2222222020200220222000000
0110716901010000033150604140030701232090701      2202202022200220202010000
0110721900010000023150301000000000700000801      2202202020200220202000000
0110722710010100034260201000000000700000801      2212222210001200201000000
0110734211010200033150704150101001455070901      2222022220202222202010000
0110739111010000033380703000000000232081001      2202202222000200202010000
0110740910010001023160503156101101700000701      2222202020202220202000000
0110749001010000043180402700000501700000501      2222202020202020202000000
0110752411010000023150802150081101140060901      2222202220002220202010000
0110753200010000013180301000000000700000501      2202222222200000202000000
0110757311010000033151305150101101600001101      2220200020202220202010000
0110758110010001033140706140060901220060901      2222202222200222202010000
0110764910010000033180702700000501700000501      2222202022200222202000000
0110772211010000023180402140060801145100701      2202202020000220202000000
0110783900010000043180401000000000700000801      2222222020000222200000000
0110791200010000023150806140101101140050901      2202202020200222200000000
0110794610010000011280301000000000700000701      2200200020000000202010000
0110796100010000023180602700000301220060801      2200202220200220200000000
