Household ID|Year|Card Usage Code 
01100719|1988|10111111111111111011111111111101011111000000000000000
01100735|1985|11011111111111111111111111111111101111111111111111110
01100735|1986|11111111111111111111111111111111111111111111111111110
01100735|1987|11111111111111111111111111111111111111111111111111110
01100735|1988|11111111111111111111111111111111111100000000000000000
01100743|1985|11101111111111110111111111111111111111111111111101110
01100743|1986|01110111011111111111111111111111111111111111111111110
01100743|1987|11111011111111111111111111111111111111111111111111110
01100743|1988|11111011111111110111111111111111111111000000000000000
01100750|1985|11101011111101111110111111111111111111111111111111100
01100750|1986|11111111111111111111111101111111011101110111101111110
01100750|1987|01111111111110111111111111111111111111111111111111110
01100750|1988|11111111111111111111111101111110111110000000000000000
01100792|1985|01001110111101111111111111111111111111101110111111110
01100792|1986|11111111111111101111101111101111111111011111111111110
01100792|1987|01111111111111111111111111111111110111111111111111010
01100792|1988|01111111111111111111010111100111110100000000000000000
01100818|1985|11101111111111111111111111011111111111111111111110100
01100818|1986|11111111111111111111111111111111111111111110101111100
01100818|1987|11001111111111111111111011111111100111110111111111110
01100818|1988|11111111111101001111111111111101111110000000000000000
01100859|1985|11010100101110010101011111101111101111111111111010010
01100859|1986|11101111111110110110110111111111101111111111111001110
01100859|1987|01111011010111111111011001110011111111111011101110100
01100859|1988|00101011000001110100011101111110110000000000000000000
01100867|1985|11101111111111110010011111111111111111111111111111110
01100867|1986|11111111111111011111111111111111111111111111111111110
01100867|1987|11011111111111111111111111111111111111111111111111110
01100867|1988|11111111111111111111111111111111111110000000000000000
01100875|1985|11111111111111111111111111111111111111111110111101010
01100875|1986|11111101001110111111111111111011111111111111101111110
01100875|1987|11101111111011111111111110111111111111101111101111110
01100875|1988|11111010111110111110101111111111111110000000000000000
01100883|1985|00000001111111000100011111111111111111111111110011110
01100883|1986|01011111111011111111111111111111111111111101111110100
01100883|1987|10001111111011101111111111111111111111111111111111100
01100883|1988|11111011110111111111011011111101101010000000000000000
01100891|1985|11001111111101011110110111110111111111111011111111110
01100891|1986|11101111111111111111111111111111111111111111111111110
01100891|1987|11101101111111111111111111111111110110111111011110110
01100891|1988|01111111111111011100101111111111101110000000000000000
01100966|1985|00000010100111101111111111111111111111101111111111110
01100966|1986|11111111111111111111110111111111111111111111111111110
01100966|1987|11111111101111110111111111101111111111111111111011110
01100966|1988|11111111111111111111111111101111111100000000000000000
01101014|1985|01111011101111111111101111110111111110011111111111110
01101014|1986|11111111111110110111111011101111111111111111110111110
01101014|1987|11111111111111101111111011111111111111011111111111110
01101014|1988|01111111111111111111111110111111111110000000000000000
01101022|1985|01001110101111111111111111111111111111111110111111110
01101022|1986|11111111111111111111111111111111111111111111101011100
01101022|1987|01111111111111111011011111111110111111111111100111110
01101022|1988|10111111111111111111111111111111111110000000000000000
01101048|1985|11000110011111011111111111111111111111111111111111110
01101048|1986|11111111111111111111111111111111111111110111111011110
01101048|1987|11111111111111111111111111111111111111111111111111110
01101048|1988|10111111111111111111111111111111011111000000000000000
01101063|1985|11000000001111111111101111111111011111111101111111100
01101063|1986|11100001111111110110111111111101111111111111111111110
01101063|1987|11100001111111111111111111111111111110111111111111110
01101063|1988|11110011111111111111111111111111111110000000000000000
01101097|1985|11011111111111111111111111111111101111111111111111110
01101097|1986|11111111111111111111111111111111111111111111111111110
01101097|1987|11111101111111111111111111111111111111111111111111110
01101097|1988|11111111111111111111111111111111111110000000000000000
01101162|1985|00000001001011000011010111011110011111111111011111110
01101162|1986|11111110111111111111111111111101111111111111110111110
01101162|1987|11001110111011111111111111011111011111110011111111110
01101162|1988|11001111011111110110011100111010001010000000000000000
01101204|1985|01101111111111111111111111011111111111101111111111110
01101204|1986|11111111111111111111111101111111011111111111111111110
01101204|1987|11111111111110111111111111111111111111111111011111110
01101204|1988|11111111111111111111111111111111110110000000000000000
01101220|1985|11101111111111111111011111111111111111111111111111110
01101220|1986|11111111111111111111111111111111111111111111111111110
01101220|1987|11111111111111111111111111101011111011111111111111110
01101220|1988|11111111101101111111011111111111111110000000000000000
01101261|1985|01101111111011111110101111111011111111111111111011110
01101261|1986|11111111011111111111111111001110111111111111111111110
01101261|1987|00101111111111110101101111111111111111100001000110100
01101261|1988|11111010110011001010110111011110111110000000000000000
01101311|1985|10100110111000100111011111110101111111111111111111110
01101311|1986|11111111111111111111111111111111111111111111111110110
01101311|1987|11111111111111101111111111111111110111111111111101110
01101311|1988|11111111111111100110111111111111111110000000000000000
01101329|1985|11101111111111111111111111011111111111111111111101110
01101329|1986|11111101111111011111111111101111111111111100111111100
01101329|1987|11111011110110111111111111111111011111111111111111110
01101329|1988|11111110111111111111111111110111111000000000000000000
01101378|1985|11101111011111111111111111111111011111111111111111110
01101378|1986|11111111111111111111111111111111101111111111111111110
01101378|1987|11111111111111111111111111111111111111111111111111110
01101378|1988|11111111111111111111111111101101111110000000000000000
01101402|1985|11001111111111111111111110111111111111111111111111110
01101402|1986|11111111111111111111111111111111111111111111111111110
01101402|1987|11111111111111111111111111111111111111111111111111110
01101402|1988|11111111111111111111111111111111110110000000000000000
01101410|1985|10000110111111111111111011111111011111110111111111110
01101410|1986|11111111111111111111011101101111111111011011111111110
01101410|1987|11101111111011110111111111111010010110111110111011110
01101410|1988|11101110111011111111111111111111111110000000000000000
01101428|1985|11011111111101111111111111111111111111111111111111110
01101428|1986|11111111111111111111111101111111111111111111111111110
01101428|1987|11111111111111111111101111111111101111111111011111110
01101428|1988|11111111111111111111111111111111111110000000000000000
01101444|1985|01111111111111111101101111111011111111111111111111110
01101444|1986|11111110111111011111111111111110111000111111111011110
01101444|1987|11111101110111011111111010111111111111111011001110110
01101444|1988|01111110011101111111111111101111111100000000000000000
01101485|1985|11011101101111111110111110011111111111111111111111110
01101485|1986|11101011111111111111111111111111011111111111111110110
01101485|1987|11111111111111111111111111111001111111111111111111110
01101485|1988|11111111111111111101110110111111111110000000000000000
01101519|1985|10101111111111111111100111111111011110111101111111110
01101519|1986|11101111011111111111111111101011111111111111111111100
01101519|1987|11111110111010111111111010001110111111111111111111110
01101519|1988|11111101101101101101101111111011011010000000000000000
01101543|1985|11111111111111111111111111111011111111111111111111110
01101543|1986|11111111111111111111111111111111111111111111111011110
01101543|1987|11110111111111111111111110011111111111111011111111110
01101543|1988|11111111111111011111111101111111111110000000000000000
01101568|1985|11101111111111011111111111111111101111111111111111110
01101568|1986|11111111011110111111111111101111100111111101011111100
01101568|1987|11010111111111111011111101111011110111111110101111110
01101568|1988|11011100111111100111101110111110000110000000000000000
01101618|1985|10111111111111000111111111111111111111111111111001110
01101618|1986|11111111110111111111100111111111111111111111101111000
01101618|1987|11110111111111111111111111111111111001111111111111110
01101618|1988|11111111111111011111011111011111000010000000000000000
01101675|1985|11101111101111101110111111111111111111111111111111110
01101675|1986|11111111111111111011111111111111111111111011101111110
01101675|1987|11111111111111111011111111111111111110111111111111110
01101675|1988|10111110111101111111111111111111111110000000000000000
01101683|1985|00000000001010001101011111111111110111111111111111110
01101683|1986|10111111111111101111111111111101111111011111111111100
01101683|1987|11111111111111111111110111111111111111110111111111110
01101683|1988|01111111111111111111111111111111111110000000000000000
01101717|1985|11101111111111110111111111111111111111111111111111110
01101717|1986|11111111111111111111010011111111111111111111111011110
01101717|1987|11111111111111111100111111111011111111111111110111110
01101717|1988|11111010101111111111111111110010111100000000000000000
01101758|1985|11111111111111111111111111111111101111111111111011010
01101758|1986|11101111011111111111111101111111111101110111110111100
01101758|1987|11011001111110111111011101110111011111111101111110010
01101758|1988|11000101111111111111111111111111011110000000000000000
01101782|1985|11101111111111111011111111101111111111111111111111110
01101782|1986|11111111110111111111111111111111111111111110111111110
01101782|1987|11111111110111111111111111111111111111111111111111110
01101782|1988|11111111100111111111111111111111111110000000000000000
01101790|1985|11111111111111111111111011111111111111111111111111110
01101790|1986|11111111111111011111110111111111111111111111111111110
01101790|1987|11011111111111111111111111111111111111111111011111110
01101790|1988|11111111111111111111111111111111111110000000000000000
01101824|1985|11101011111111111111011101110111101111111011110111100
01101824|1986|01100111111011110111111010111111111011111111111111110
01101824|1987|10111111111111110110011110110111011000111011111111110
01101824|1988|11111111011111111011111101111111010110000000000000000
01101832|1985|11001111111111111111111111111111111111101111111111110
01101832|1986|11111111111111111111110111111111111110111111111111110
01101832|1987|11111111101111111111111111111111111101111111101101110
01101832|1988|11111111111111111111101110111111111110000000000000000
01101865|1985|11111111011111111111101111111111111111111111111111100
01101865|1986|11111111011111111111111111111111111111111111111111110
01101865|1987|11111111111111111111111111111111111111111111111111110
01101865|1988|11111111111111111111111111111111111110000000000000000
01101899|1985|10101111001111111011111111111101111101011111111111100
01101899|1986|01111111111100111110101101111111111111111111111111110
01101899|1987|11111111011111110111111111111111111111111111111111100
01101899|1988|01110111111111110111111111111101111110000000000000000
01101949|1985|11101111111111111111111111111111011111111111111111100
01101949|1986|11111111111111111111110111111111111111111111111111110
01101949|1987|11111111111111111111111111111111011111111111111111110
01101949|1988|11111111111111011111111111111111111110000000000000000
01101980|1985|01101111101111111111101010111111111101111111111111110
01101980|1986|11111111111111111111111110111110111111111111111011110
01101980|1987|11011010101011111111111111111111111111111111111111110
01101980|1988|11111111111111111111111101111111111110000000000000000
01101998|1985|11001111101110011111111101101111111101110111111111110
01101998|1986|11111111111111111111111111111111111101011111111111110
01101998|1987|11111111101101110111111111111111111111111111111111110
01101998|1988|11111111111111111111111111111111011100000000000000000
01102046|1985|11101111111111111111111111111101111111111111111111110
01102046|1986|11111111111111111110111111111111111111111111111111110
01102046|1987|11111111111111111111111111111111111110111111011110010
01102046|1988|00111011111111111111111111111111111111000000000000000
01102053|1985|11111111111111110111111111111111111111111111111111100
01102053|1986|11111111111111111111111111111111111111111111111111110
01102053|1987|11111111111111111111111111111111111111111111111111110
01102053|1988|01111111111111111111111111111111111110000000000000000
01102079|1985|11111111111111111111111111111111111011111111110111110
01102079|1986|11111111111111111111111111111011111111111111111111110
01102079|1987|11111111111111111111111111101111111111111111111111110
01102079|1988|11111111111111111111111111111111111010000000000000000
01102129|1985|01101111111111111111111111111111111111111111111111110
01102129|1986|11111111111111111111111101111111111111111111111011110
01102129|1987|11111111111111111111111111111111111111111111111111110
01102129|1988|11111111111111111111111111111111111110000000000000000
01102152|1985|11000111111111101101111111110101111101111111111111110
01102152|1986|11011111110111111111111111110111101111111111111111100
01102152|1987|11111111111111101111111111010011111111111111111111110
01102152|1988|11101101111111111111111110111110111110000000000000000
01102186|1985|11101111111111111111111111111111111111111101111111110
01102186|1986|11111111111111111111111111111111111101111111111111000
01102186|1987|11101110101110010111111111111101111111111111110111110
01102186|1988|11111111111111111111111100111111011110000000000000000
01102236|1985|11111111111111111111111111110111111111111111111111110
01102236|1986|11111111111111111111111111111111111111111111111111110
01102236|1987|11111111111111111111111111111111111111111111111111110
01102236|1988|11101111111111111111111111111111111110000000000000000
01102244|1985|11111111111111111111111111111111111111111111111111110
01102244|1986|11111111111110111111111111111111111111111111111111110
01102244|1987|11111111111111111111111111111111111111111111111111110
01102244|1988|11011111111111111111111111111111111110000000000000000
01102293|1985|11001111111111111111111111111111111111111011111111110
01102293|1986|11111111111111111111111111101111111111111111111111110
01102293|1987|11111110111111111111111111111111111111111101111101110
01102293|1988|01111111111111111111111111111111111110000000000000000
01102301|1985|10101111111111111111111111111111111111111111111111110
01102301|1986|11111101111111111111111111111111111111111111111111110
01102301|1987|11111111111111111111111111111111111111111111111111110
01102301|1988|11111111111111111111111111111110111110000000000000000
01102327|1985|10101111010011111011110111111111111111111111111111110
01102327|1986|11111111111111011111111111111111111111111101111111110
01102327|1987|11111111111111111111111111111111111111111111111111110
01102327|1988|10111111111111111111111111101101111110000000000000000
01102392|1985|01011111111010101110101111111111111110111101111110110
01102392|1986|10101111001101111101111101110111011111101111011011100
01102392|1987|10110100111010110101101101111111001101101001111010100
01102392|1988|01010101101101001001011001110110111010000000000000000
01102418|1985|11101111111111111111111111111111110111111111111011110
01102418|1986|11111111111111111111111111111111111111111111111111110
01102418|1987|11111111111111111111111111111111111111111111111111110
01102418|1988|11111111111111111111111011111111111111000000000000000
01102426|1985|01111111110111110111111111011011111111111111111111000
01102426|1986|11111111001110111011011010100111011011101101111111110
01102426|1987|10111111110111111011011111101011100111111111111111110
01102426|1988|11111101011011010111111111101111011100000000000000000
01102459|1985|11111111111111111111111111111111111011111111111111110
01102459|1986|11111111111111111111111111111111110110111101111111110
01102459|1987|11111111111111111111111111111010111011111111111111110
01102459|1988|11111111111111111111111111111111110110000000000000000
01102483|1985|11101111111111111111111111111111111111111111111111110
01102483|1986|11111111111111111111111111111111111111111111111111110
01102483|1987|11111111111111111111111111111111111111111111111111110
01102483|1988|11111111111111111111111111111111111110000000000000000
01102491|1985|11101111111111111111111111110111111111111111111111110
01102491|1986|10111101011111111111111111111011011111111111111111110
01102491|1987|11111111111111111111111111111111111111111111111111110
01102491|1988|11110111111111111111111111111010001000000000000000000
01102533|1985|10001111111111111111111111011111111111111111111011100
01102533|1986|11111111111111111111111111111111111111111111111111100
01102533|1987|11111111111111111111111111111111111111111111111111100
01102533|1988|11111111111111111111111011111111111110000000000000000
01102541|1985|11111011011111111111010111111111111111101111111011010
01102541|1986|11101110111111111101111010010101111111111111110011110
01102541|1987|11011111111111011000101110111110001111111111111111110
01102541|1988|11111011011111010011110100010110111100000000000000000
01102673|1985|01010111011111001111110111111111111110111110111111110
01102673|1986|11111111111111111111111111111111111111111111111111110
01102673|1987|11111111111111111111111101111011111111111111111111110
01102673|1988|11111111111111111111111111111111111100000000000000000
01102699|1985|11101111111111111111011111011111111111111111111111100
01102699|1986|01111111111110111111111010111011111110111101011111110
01102699|1987|11111111111111111111111111110111111110111111111111110
01102699|1988|11111111111111111001111111111011011110000000000000000
01102707|1985|11111111111111101111111111111111111111111111111111100
01102707|1986|11111111111110111111111111111111110111111111111111110
01102707|1987|11111111111111111111111111111111011111111101111111010
01102707|1988|11111111111111111100011111111111111110000000000000000
01102715|1985|11101111111111111111111111111111111111111111101011110
01102715|1986|11111111111111111111100111111111011111111111111011110
01102715|1987|01111111111111111111111111111111111111111111110111110
01102715|1988|11110111111111111111101111111111111110000000000000000
01102764|1985|11001111111111111011111111111101111111111111111011110
01102764|1986|11111111111111111111100011001111110111111111110001110
01102764|1987|11111111111111110111011111110111110101111111111101110
01102764|1988|11111011100010111111111110111011000010000000000000000
01102780|1985|11011111111111111111110111111111111111111101111111100
01102780|1986|11110111111111111111011111111110111111111111100011110
01102780|1987|11011111111111111111111111111111111111110011011111110
01102780|1988|11101111111111111111111111111111111110000000000000000
01102806|1985|11100111111111111111101111100001011111111111111111110
01102806|1986|11111111111111111111111101110111111101111111111101110
01102806|1987|11111111111111111111101111111110011111111101111111110
01102806|1988|11011110110110111101011001111111111110000000000000000
01102822|1985|11101101111111111111111111001111111111111111111111110
01102822|1986|11111111111111111111111111110011111111111111111111110
01102822|1987|11111101111111111111111111111111111111111111101111110
01102822|1988|11111101110101101111111111111111111110000000000000000
01102863|1985|11100111110101111111111111111111101111111111110110100
01102863|1986|11101111111010111101111111111111111111111111111111110
01102863|1987|11111111101111011111011110101111111111111111110111110
01102863|1988|11111111111111110101111111101110001110000000000000000
01102871|1985|11100111011111111111111111111111111111111111111111110
01102871|1986|11111111111111111111111111111111111111111111111111110
01102871|1987|11111111111111111111111111111111111101111111111111110
01102871|1988|01111111111111111111111111111111111110000000000000000
01102905|1985|11001111011111111111110011111001101101111111101000000
01102905|1986|10000111111111001100110111011010111111111111111111110
01102905|1987|11111111111111111111111111111101111111111111110111110
01102905|1988|11111010101101111111111111111011111100000000000000000
01102921|1985|11111111001111111111111111111111111111111111111111110
01102921|1986|11111111111011110111111111110110110111111111111111110
01102921|1987|11111111011110111111111111111111111111111111111011110
01102921|1988|11111111101111111111111111111011111110000000000000000
01102947|1985|11111111100111111110111111111111011111111101101101110
01102947|1986|01111111111001111100111100001011101111111110100111100
01102947|1987|11111111110111111111010111111111111010111111111110110
01102947|1988|11101011110100001110111011111111111010000000000000000
01102988|1985|11110110101101111110111101101100010001011011110011010
01102988|1986|11011101110111110110111001110111110111111111111011010
01102988|1987|11001101001111100111111111110101011001111111100011010
01102988|1988|01111111101111111111110111111101111110000000000000000
01102996|1985|11101111111111111111111111111111111111111111111111110
01102996|1986|11111110111111111111111111111111111111111111111111110
01102996|1987|11101111111111111111111111111111111111111111111111110
01102996|1988|11111111111111111111111111101111111110000000000000000
01103010|1985|11111111111111111111011111111111111111111111111111110
01103010|1986|11111111110111111110110111111111111111111111111111110
01103010|1987|11111111111111111110111011011011111111111111101011110
01103010|1988|11111111101111111111111011111111110110000000000000000
01103028|1985|11111101011011110111111111011011011111111111111111110
01103028|1986|11111111011111111111111111111110110111111111111101110
01103028|1987|01011110110111100111111011111111000111011110111111110
01103028|1988|01111110011101001101011011101111011110000000000000000
01103051|1985|11101101111111111111111111111111111111111111111000110
01103051|1986|11001011111111111111001111010101111111111111111111110
01103051|1987|11111111111111111111111111111111111111111111111111110
01103051|1988|11111111111111111111111111111111111110000000000000000
01103101|1985|11001011111111111111111111111111111110111111111111110
01103101|1986|10111111111111111111101111111111111111111011111110110
01103101|1987|11110111111111111101111111111111111111111111111011110
01103101|1988|10111111111101001011111111111111111110000000000000000
01103259|1985|11101111100110111111111101111101011011001010110011110
01103259|1986|11111110111101110111111101111111111111111111111010000
01103259|1987|11111111111111111111100111010111111110101011101110100
01103259|1988|11111100111110110011111011111101011110000000000000000
01103283|1985|11111111111111111111111111111111111111111111111111110
01103283|1986|11111111111111111111111101111111111111110111111111110
01103283|1987|11111111111111111111110111111111101011111011111111110
01103283|1988|11111101111111111111111111111111101110000000000000000
01103309|1985|10001111011111011101111111111111111111111111111111100
01103309|1986|00101111111111111110111111111111111111111111111111110
01103309|1987|01111111111111110111101001111111111111111111111111110
01103309|1988|11111111111111111111111111111111111110000000000000000
01103341|1985|11111111101111111110001101111010111110111111111011010
01103341|1986|11111111111100111111111111110111111011111111011111110
01103341|1987|01111101111111101111101111111111111111111101111111100
01103341|1988|11111111111111111111111111111111111100000000000000000
01103390|1985|01111110111111111111111111110111111111111111111111010
01103390|1986|11111111111111111111111111111111101111111111111111110
01103390|1987|11111111111111111110101111111111110111111111101111000
01103390|1988|10110111111111111111111111111111111110000000000000000
01103408|1985|01101111111111111111111111111111111111101111111111110
01103408|1986|11111111011011111111111111111111101111111111111111110
01103408|1987|11111111111111111111111111111111111111111111101111110
01103408|1988|11101111111111111110111111110111111100000000000000000
01103473|1985|11001111111111101111101111111111111111111110110111110
01103473|1986|01111111011111111111111111111111111111111111111111110
01103473|1987|11011111011111111101111111111111111111111111111111110
01103473|1988|01111111011111111101111111111111110110000000000000000
01103481|1985|11111111111111111110111111111111111111111111111111110
01103481|1986|11111111111111111111111111111011101111111111111111110
01103481|1987|11111111111111111110111111110111111101111111111111110
01103481|1988|01010110111111111111101111110011111110000000000000000
01103499|1985|11101111111111111111111111111111111111111111111111110
01103499|1986|11111111111111011111111111111111111111111111111111110
01103499|1987|11111111111111011111111111111111101111111111111111110
01103499|1988|11111111111111111111111111101110011110000000000000000
01103515|1985|01101111111111111111111101111101111111111101111111110
01103515|1986|11111111011010100101101011111001111111111011011111110
01103515|1987|11111111111111111111111111110111111101101011111111110
01103515|1988|11111111111111111111111011100100100110000000000000000
01103531|1985|10110010010011011111111111111111111110011010011111110
01103531|1986|11111111111111110111111111110111011111111111111111110
01103531|1987|11111111111111001111111110111111111011110110111111110
01103531|1988|11111111111101111111111111111111111111000000000000000
01103564|1985|11110111111111111111111111111111111111111011111111110
01103564|1986|11111111111111111111111111111111111111111111111111110
01103564|1987|11111111111111111111111111111111111111111111111111110
01103564|1988|11111111101111111111111111111111111110000000000000000
01103614|1985|10101111111111111010110101111111111111111111101111110
01103614|1986|10111101110111111111110111111110111111111111111111110
01103614|1987|11101101101111111011111111111111101111111101111111110
01103614|1988|11111101111110111101111111111111111110000000000000000
01103648|1985|01001000011111001111101011111111111011011111111111110
01103648|1986|01111101011111111011111111111111011111011111011111110
01103648|1987|11111111111111111111111111111111111111011111111111110
01103648|1988|11111110111111111111011111111111111110000000000000000
01103671|1985|11011111111111111111111111111111111111111111111111110
01103671|1986|11111111111111111111111111111111111010111101101111110
01103671|1987|11111111111111111111111111011111111111111111111111010
01103671|1988|11111111111111111111111111110000111110000000000000000
01103705|1985|11101110111111111111111111101111111111111111111111110
01103705|1986|01111100011111101111111111111110111111111111111111110
01103705|1987|11011111111111111111111111111011111111111101111111110
01103705|1988|11111111111101111111111111111111001010000000000000000
01103739|1985|10000110001001000010110010011110111100111111110111110
01103739|1986|11011110111111011110111101101111111111111101111111110
01103739|1987|11111111111111111111111111111111111111111111111111110
01103739|1988|11111111111111111111111111111111111110000000000000000
01103747|1985|01101110111011110111011101111110110111111111111101010
01103747|1986|10101111101001011111010110101110100111110101111010100
01103747|1987|10000110101101110101010100111110110101010101111110100
01103747|1988|10111101111101111111111010111110111110000000000000000
01103754|1985|00100011111101001111000111111010101111111111111111110
01103754|1986|11111111111111111111101111111111111101111111111111110
01103754|1987|11111011111111111111111101111111111111111111111111110
01103754|1988|11111111111101111111111111111111111110000000000000000
01103762|1985|11011111111111111111111111101111111111101111111111100
01103762|1986|11111111111111111111111111111111111111111111111111110
01103762|1987|11111111111111111111111111100111111111111111111111110
01103762|1988|11111111111111111111111111111111111110000000000000000
01103770|1985|11111111101111111111111111111111111111111111111111110
01103770|1986|11111111111111111111110111111111101111111111111111110
01103770|1987|11111111111111111111111111111111111111111111111111110
01103770|1988|11111101111101111111111111111111111100000000000000000
01103804|1985|11001111111111111111111111111111111111111111111111110
01103804|1986|11111111111111111111111111111111111111110111111111100
01103804|1987|11111110111111111111111111111111111111101101111111010
01103804|1988|11101111111011110100101110001101111100000000000000000
01103838|1985|00111111111111101110110111011101110111011010111011010
01103838|1986|01011111011011110111011010101001111011111101100111110
01103838|1987|10101111010110111111111110111100110111111111111110110
01103838|1988|11011110111111101111100110111111101100000000000000000
01103861|1985|11001111111111111111111111111111111111111101111111110
01103861|1986|11111111111111111111111101111111111111111111111111110
01103861|1987|11111111111111111111111111111111111111011111111111110
01103861|1988|11111111111111111111111111111111110110000000000000000
01103879|1985|11001110111111111101111001111111111111111111111111110
01103879|1986|11111111111111111111111111111111111111111101111111100
01103879|1987|11111111111111111101111111111111101111111111111011110
01103879|1988|11111111111111111111111111111111111110000000000000000
01103911|1985|00111111111011111111111111111111111111111111111111110
01103911|1986|11111111111111111111111111111111111111111111111111110
01103911|1987|11111111111111111111101111111111111111111111111111110
01103911|1988|11111111111111011111111111101111111110000000000000000
