ERIM Market|Store ID|UPC|ERIM Week|End Aisle Display Code|Front Aisle Display Code|In-Aisle Display Code|Other Display Code|Advertising Code|In-Ad Coupon Code|Point-of-Purchase Code|Special Price Code|Price|Price Multiple
02|0017|0011700000170|198608|N|N|N|N|M|N|N|Y|0000082|01
02|0019|0011700000170|198608|N|N|N|N|M|N|N|Y|0000082|01
02|0020|0011700000170|198608|N|N|N|N|M|N|N|Y|0000082|01
02|0041|0011700000170|198608|N|N|N|N|M|N|N|Y|0000082|01
02|0017|0011700000190|198608|N|N|N|N|M|N|N|Y|0000082|01
02|0019|0011700000190|198608|N|N|N|N|M|N|N|Y|0000082|01
02|0020|0011700000190|198608|N|N|N|N|M|N|N|Y|0000082|01
02|0041|0011700000190|198608|N|N|N|N|M|N|N|Y|0000082|01
02|0001|0017800000090|198720|N|N|N|N| |Y|N|N|0000029|01
02|0005|0017800000090|198720|N|N|N|N| |Y|N|N|0000029|01
02|0006|0017800000090|198720|N|N|N|N| |Y|N|N|0000029|01
02|0008|0017800000090|198720|N|N|N|N| |Y|N|N|0000029|01
02|0009|0017800000090|198720|N|N|N|N| |Y|N|N|0000029|01
02|0011|0017800000090|198720|N|N|N|N| |Y|N|N|0000029|01
02|0012|0017800000090|198720|N|N|N|N| |Y|N|N|0000029|01
02|0014|0017800000090|198720|N|N|N|N| |Y|N|N|0000029|01
02|0015|0017800000090|198720|N|N|N|N| |Y|N|N|0000029|01
01|0036|0017800000120|198511|N|N|N|N| |N|N|N|0000000| 0
01|0004|0017800000120|198513|Y|N|N|N| |N|Y|N|0000079|01
01|0016|0017800000120|198513|Y|N|N|N| |Y|Y|N|0000079|01
01|0018|0017800000120|198513|N|N|N|Y| |Y|N|N|0000079|01
01|0021|0017800000120|198513|Y|N|N|N| |Y|N|N|0000079|01
01|0024|0017800000120|198513|Y|N|N|N| |Y|N|N|0000079|01
01|0026|0017800000120|198513|N|N|N|Y| |Y|N|N|0000079|01
01|0029|0017800000120|198513|Y|N|N|N| |Y|N|N|0000079|01
01|0024|0017800000120|198514|N|N|Y|N| |N|N|N|0000079|01
01|0026|0017800000120|198514|N|N|N|Y| |N|N|N|0000079|01
01|0036|0017800000120|198514|N|N|N|Y| |N|N|Y|0000059|01
01|0024|0017800000120|198515|N|N|Y|N| |N|N|N|0000079|01
01|0036|0017800000120|198515|N|N|N|Y| |N|N|Y|0000059|01
01|0039|0017800000120|198517|N|N|N|N|L|N|N|N|0000000|00
01|0039|0017800000120|198519|N|N|N|N|L|N|N|N|0000065|01
01|0003|0017800000120|198520|N|N|N|N|M|N|N|Y|0000068|01
01|0004|0017800000120|198520|N|N|N|N|M|N|N|Y|0000068|01
01|0007|0017800000120|198520|N|N|N|N|M|N|N|Y|0000068|01
01|0010|0017800000120|198520|N|N|Y|N| |Y|N|N|0000069|01
01|0016|0017800000120|198520|N|N|N|N|M|N|N|Y|0000059|01
01|0018|0017800000120|198520|N|N|N|N|M|N|N|Y|0000059|01
01|0021|0017800000120|198520|N|N|N|N|M|N|N|Y|0000059|01
01|0024|0017800000120|198520|N|N|Y|N|M|N|N|Y|0000059|01
01|0026|0017800000120|198520|N|N|N|N|M|N|N|Y|0000059|01
01|0029|0017800000120|198520|N|N|N|N|M|N|N|Y|0000059|01
01|0036|0017800000120|198520|N|Y|N|N| |Y|N|N|0000069|01
01|0010|0017800000120|198521|N|N|Y|N| |N|N|Y|0000069|01
01|0036|0017800000120|198521|N|Y|N|N| |N|N|Y|0000069|01
01|0036|0017800000120|198522|N|Y|N|N| |N|N|Y|0000069|01
01|0010|0017800000120|198523|N|N|Y|N| |N|N|Y|0000069|01
01|0036|0017800000120|198523|N|Y|N|N| |N|N|Y|0000069|01
01|0010|0017800000120|198524|N|N|Y|N| |N|N|Y|0000069|01
01|0016|0017800000120|198524|N|N|N|N|M|N|N|Y|0000058|01
01|0018|0017800000120|198524|N|N|N|N|M|N|N|Y|0000058|01
01|0021|0017800000120|198524|N|N|N|N|M|N|N|Y|0000058|01
01|0024|0017800000120|198524|N|N|N|N|M|N|N|Y|0000058|01
01|0026|0017800000120|198524|N|N|N|N|M|N|N|Y|0000058|01
01|0029|0017800000120|198524|N|N|N|N|M|N|N|Y|0000058|01
01|0036|0017800000120|198524|N|Y|N|N| |N|N|Y|0000069|01
01|0010|0017800000120|198525|N|N|Y|N| |N|N|Y|0000069|01
01|0036|0017800000120|198525|N|Y|N|N| |N|N|Y|0000069|01
01|0036|0017800000120|198526|N|Y|N|N|L|N|N|Y|0000069|01
01|0003|0017800000120|198527|Y|N|N|N|M|N|N|Y|0000058|01
01|0004|0017800000120|198527|N|N|N|N|M|N|N|Y|0000058|01
01|0007|0017800000120|198527|N|N|N|N|M|N|N|Y|0000058|01
01|0010|0017800000120|198527|N|N|N|N|L|N|N|N|0000059|01
01|0036|0017800000120|198527|N|Y|N|N|L|N|N|Y|0000059|01
01|0036|0017800000120|198528|N|Y|N|N|M|N|N|Y|0000059|01
01|0016|0017800000120|198529|N|N|N|N|M|N|N|Y|0000058|01
01|0018|0017800000120|198529|N|N|N|N|M|N|N|Y|0000058|01
01|0021|0017800000120|198529|N|N|N|N|M|N|N|Y|0000058|01
01|0024|0017800000120|198529|N|N|Y|N|M|N|N|Y|0000058|01
01|0026|0017800000120|198529|N|N|N|N|M|N|N|Y|0000058|01
01|0029|0017800000120|198529|N|N|N|N|M|N|N|Y|0000058|01
01|0016|0017800000120|198530|N|N|N|N|M|N|N|Y|0000055|01
01|0018|0017800000120|198530|N|N|N|N|M|N|N|Y|0000055|01
01|0021|0017800000120|198530|N|N|N|N|M|N|N|Y|0000055|01
01|0024|0017800000120|198530|N|N|Y|N|M|N|N|Y|0000055|01
01|0026|0017800000120|198530|N|N|N|N|M|N|N|Y|0000055|01
01|0029|0017800000120|198530|N|N|N|N|M|N|N|Y|0000055|01
01|0034|0017800000120|198532|Y|N|N|N| |N|N|N|0000099|01
01|0003|0017800000120|198533|N|N|N|N|M|N|N|Y|0000054|01
01|0004|0017800000120|198533|N|N|N|N|M|N|N|Y|0000054|01
01|0007|0017800000120|198533|N|N|N|N|M|N|N|Y|0000054|01
01|0016|0017800000120|198534|N|N|N|N|M|N|N|Y|0000058|01
01|0018|0017800000120|198534|N|N|N|N|M|N|N|Y|0000058|01
01|0021|0017800000120|198534|N|N|N|N|M|N|N|Y|0000058|01
01|0024|0017800000120|198534|N|N|Y|N|M|N|N|Y|0000058|01
01|0026|0017800000120|198534|N|N|N|N|M|N|N|Y|0000058|01
01|0029|0017800000120|198534|N|N|N|N|M|N|N|Y|0000058|01
01|0039|0017800000120|198535|N|N|N|N|M|N|N|Y|0000049|01
01|0004|0017800000120|198536|Y|N|N|N| |N|N|Y|0000069|01
01|0003|0017800000120|198537|N|N|N|N| |Y|N|N|0000069|01
01|0004|0017800000120|198537|N|N|N|N| |Y|N|N|0000069|01
01|0007|0017800000120|198537|N|N|N|N| |Y|N|N|0000069|01
01|0010|0017800000120|198537|N|N|N|N|M|N|N|N|0000067|01
01|0016|0017800000120|198537|N|N|N|N|M|N|N|Y|0000058|01
01|0018|0017800000120|198537|N|N|N|N|M|N|N|Y|0000058|01
01|0021|0017800000120|198537|N|N|N|N|M|N|N|Y|0000058|01
01|0024|0017800000120|198537|N|N|Y|N|M|N|N|Y|0000058|01
01|0026|0017800000120|198537|N|N|N|N|M|N|N|Y|0000058|01
01|0029|0017800000120|198537|N|N|N|N|M|N|N|Y|0000058|01
01|0036|0017800000120|198537|N|N|N|N|L|N|N|Y|0000067|01
01|0003|0017800000120|198538|Y|N|N|N| |N|N|Y|0000068|01
