0200010036800441160198535YNNN NNY000009901  
0200080036800441160198535YNNN NNN000009901  
0200120036800441160198535YNNN NNN000009901  
0200140036800441160198535YNNN NNN000009901  
0200010036800441160198536YNNN NNY000009901  
0200080036800441160198536YNNN NNN000009901  
0200120036800441160198536YNNN NNN000009901  
0200140036800441160198536YNNN NNN000009901  
0200080036800441160198537YNNN NNN000013501  
0200120036800441160198537YNNN NNY000009901  
0200140036800441160198537YNNN NNN000009901  
0200080036800441160198538YNNN NNN000013501  
0200120036800441160198538YNNN NNY000009901  
0200080036800441160198539YNNN NNN000013501  
0200120036800441160198539YNNN NNY000009901  
0200140036800441160198539YNNN NNN000009901  
0200140036800441160198540YNNN NNN000009901  
0200010036800441160198615YNNN NNN000013501  
0200050036800441160198615YNNN NNN000013501  
0200080036800441160198615YNNN NNN000011901  
0200120036800441160198615YNNN NNN000013501  
0200010036800441160198616YNNNLNNN000011901  
0200050036800441160198616YNNNLNNN000011901  
0200060036800441160198616NNNNLNNN000011901  
0200080036800441160198616YNNNLNNN000011901  
0200090036800441160198616YNNNLNNN000011901  
0200110036800441160198616YNNNLNNN000011901  
0200120036800441160198616YNNNLNNN000011901  
0200140036800441160198616YNNNLNNN000011901  
0200150036800441160198616YNNNLNNN000011901  
0200050036800441160198617YNNN NNN000011901  
0200060036800441160198617YNNN NNN000011901  
0200080036800441160198617YNNN NNN000011901  
0200090036800441160198617YNNN NNN000011901  
0200110036800441160198617YNNN NNN000011901  
0200120036800441160198617YNNN NNN000011901  
0200140036800441160198617YNNN NNN000011901  
0200150036800441160198617YNNN NNN000011901  
0200010036800441160198618YNNNMNNY000009901  
0200050036800441160198618YNNNMNNY000009901  
0200060036800441160198618YNNNMNNY000009901  
0200080036800441160198618YNNNMNNY000009901  
0200090036800441160198618NNNNMNNY000009901  
0200110036800441160198618YNNNMNNY000009901  
0200120036800441160198618YNNNMNNY000009901  
0200140036800441160198618YNNNMNNY000009901  
0200150036800441160198618YNNNMNNY000009901  
0200050036800441160198619YNNN NNN000011901  
0200080036800441160198619YNNN NNN000011901  
0200110036800441160198619YNNN NNN000011901  
0200140036800441160198619YNNN NNN000011901  
0200150036800441160198619YNNN NNN000011901  
0200140036800441160198620YNNN NNN000009901  
0200120036800441160198622NNNY NNN000011901  
0200010036800441160198624NNNN YNN000009901  
0200050036800441160198624NNNN YNN000009901  
0200060036800441160198624NNNN YNN000009901  
0200080036800441160198624NNNN YNN000009901  
0200090036800441160198624NNNN YNN000009901  
0200110036800441160198624NNNN YNN000009901  
0200120036800441160198624NNNN YNN000009901  
0200140036800441160198624NNNN YNN000009901  
0200150036800441160198624NNNN YNN000009901  
0200120036800441160198629NNNY NNN000013501  
0200010036800441160198634NNNN YNN000007901  
0200050036800441160198634NNNN YNN000007901  
0200060036800441160198634NNNN YNN000007901  
0200080036800441160198634NNNN YNN000007901  
0200090036800441160198634NNNN YNN000007901  
0200110036800441160198634NNNN YNN000007901  
0200120036800441160198634NNNY YNN000007901  
0200140036800441160198634NNNN YNN000007901  
0200150036800441160198634NNNN YNN000007901  
0200140036800441160198642NNNY NNY000010901  
0200010036800441160198643NNNN YNN000008901  
0200050036800441160198643NNNN YNN000008901  
0200060036800441160198643NNNN YNN000008901  
0200080036800441160198643NNNN YNN000008901  
0200090036800441160198643NNNN YNN000008901  
0200110036800441160198643NNNN YNN000008901  
0200120036800441160198643NNNN YNN000008901  
0200140036800441160198643NNNY YNY000008901  
0200150036800441160198643NNNN YNN000008901  
0200140036800441160198644NNNY NNY000010901  
0200140036800441160198650NNNY NNY000010901  
0200010036800441160198651NNNN YNN000009901  
0200050036800441160198651NNNN YNN000009901  
0200060036800441160198651NNNN YNN000009901  
0200080036800441160198651NNNN YNN000009901  
0200090036800441160198651NNNN YNN000009901  
0200110036800441160198651NNNN YNN000009901  
0200120036800441160198651NNNN YNN000009901  
0200140036800441160198651NNNN YNN000009901  
0200150036800441160198651NNNN YNN000009901  
0200010036800441160198652NNNN YNN000009901  
0200050036800441160198652NNNN YNN000009901  
0200060036800441160198652NNNN YNN000009901  
0200080036800441160198652NNNN YNN000009901  
0200090036800441160198652NNNN YNN000009901  
0200110036800441160198652NNNN YNN000009901  
0200120036800441160198652NNNN YNN000009901  
0200140036800441160198652NNNN YNN000009901  
0200150036800441160198652NNNN YNN000009901  
0200010036800441160198702YNNN NNN000015501  
0200010036800441160198703YNNN NNN000015501  
0200060036800441160198703YNNN NNN000014901  
0200080036800441160198703YNNN NNN000014901  
0200090036800441160198703YNNN NNN000015501  
0200110036800441160198703YNNN NNN000014901  
0200120036800441160198703YNNN NNN000014901  
0200140036800441160198703YNNN NNY000010901  
0200010036800441160198704YNNN YNN000009901  
0200050036800441160198704YNNN YNN000009901  
0200060036800441160198704YNNN YNN000009901  
0200080036800441160198704YNNN YNN000009901  
0200090036800441160198704YNNN YNN000015501  
0200110036800441160198704YNNN YNN000014901  
0200120036800441160198704YNNN YNN000009901  
0200140036800441160198704YNNN YNY000009901  
0200150036800441160198704YNNN YNN000009901  
0200050036800441160198705YNNN NNY000009901  
0200080036800441160198705YNNN NNN000014901  
0200110036800441160198705YNNN NNY000014901  
0200120036800441160198705YNNN NNN000014901  
0200140036800441160198705YNNN NNY000010901  
0200150036800441160198705YNNN NNN000014901  
0200050036800441160198706YNNN NNN000014901  
0200080036800441160198706YNNN NNN000014901  
0200110036800441160198706YNNN NNY000014901  
0200050036800441160198707YNNN NNY000014901  
0200080036800441160198707YNNN NNN000014901  
0200110036800441160198707YNNN NNY000014901  
0200050036800441160198708YNNN NNY000014901  
0200080036800441160198708YNNN NNN000014901  
0200110036800441160198708YNNN NNN000014901  
0200150036800441160198708NYNN NNN000012901  
0200150036800441160198709NYNN NNN000012901  
0200010036800441160198710NNNNMNNY000012901  
0200050036800441160198710NNNNMNNY000012901  
0200060036800441160198710NNNNMNNY000012901  
0200080036800441160198710NNNNMNNY000012901  
0200090036800441160198710NNNNMNNY000012901  
0200110036800441160198710NNNNMNNY000012901  
0200120036800441160198710NNNNMNNY000012901  
0200140036800441160198710NNNNMNNY000012901  
0200150036800441160198710NYNNMNNY000012901  
0200010036800441160198713NNNN YNN000016501  
0200050036800441160198713NNNN YNN000016501  
0200060036800441160198713NNNN YNN000016501  
0200080036800441160198713NNNN YNN000016501  
0200090036800441160198713NNNN YNN000016501  
0200110036800441160198713NNNN YNN000016501  
0200120036800441160198713NNNN YNN000016501  
0200140036800441160198713NNNN YNN000016501  
0200150036800441160198713NNNN YNN000016501  
0200090036800441160198715YNNN NNN000017901  
0200010036800441160198717NNNN YNN000009901  
0200050036800441160198717NNNN YNN000009901  
0200060036800441160198717NNNN YNN000009901  
0200080036800441160198717NNNN YNN000009901  
0200090036800441160198717YNNN YNN000017901  
0200110036800441160198717NNNN YNN000009901  
0200120036800441160198717NNNN YNN000009901  
0200140036800441160198717NNNN YNN000009901  
0200150036800441160198717NNNN YNN000009901  
0200010036800441160198719NNNN YNN000009901  
0200050036800441160198719NNNN YNN000009901  
0200060036800441160198719NNNN YNN000009901  
0200080036800441160198719NNNN YNN000009901  
0200090036800441160198719NNNN YNN000009901  
0200110036800441160198719NNNN YNN000009901  
0200120036800441160198719NNNN YNN000009901  
0200140036800441160198719NNNN YNN000009901  
0200150036800441160198719NNNN YNN000009901  
0200010036800441160198722NNNN YNN000009901  
0200050036800441160198722NNNN YNN000009901  
0200060036800441160198722NNNN YNN000009901  
0200080036800441160198722NNNN YNN000009901  
0200090036800441160198722NNNN YNN000009901  
0200110036800441160198722NNNN YNN000009901  
0200120036800441160198722NNNN YNN000009901  
0200140036800441160198722NNNN YNN000009901  
0200150036800441160198722NNNN YNN000009901  
0200010036800441260198603NNNNMNNN000009901  
0200050036800441260198603NNNNMNNN000009901  
0200060036800441260198603NNNNMNNN000009901  
0200080036800441260198603NNNNMNNN000009901  
0200090036800441260198603NNNNMNNN000009901  
0200110036800441260198603NNNNMNNN000009901  
0200120036800441260198603NNNNMNNN000009901  
0200140036800441260198603NNNNMNNN000009901  
0200150036800441260198603NNNNMNNN000009901  
0200060036800442110198510YNNN NNN000011901  
0200080036800442110198510YNNN NNN000011901  
0200010036800442110198511YNNNMNNY000011901  
0200050036800442110198511YNNNMNNY000011901  
0200060036800442110198511YNNNMNNY000011901  
0200080036800442110198511YNNNMNNY000011901  
0200090036800442110198511YNNNMNNY000011901  
0200110036800442110198511NNNNMNNY000011901  
0200120036800442110198511YNNNMNNY000011901  
0200140036800442110198511YNNNMNNY000011901  
0200150036800442110198511YNNNMNNY000011901  
0200010036800442110198512YNNN NNN000011901  
0200050036800442110198512YNNN NNN000011901  
0200060036800442110198512YNNN NNN000011901  
0200080036800442110198512YNNN NNN000011901  
0200110036800442110198512YNNN NNN000011901  
0200120036800442110198512YNNN NNN000011901  
0200140036800442110198512YNNN NNN000011901  
0200150036800442110198512YNNN NNN000011901  
0200010036800442110198513YNNN NNN000011901  
0200060036800442110198513YNNN NNN000011901  
0200080036800442110198513YNNN NNN000011901  
0200110036800442110198513YNNN NNN000011901  
0200120036800442110198513YNNN NNN000011901  
0200140036800442110198513YNNN NNN000011901  
0200150036800442110198513YNNN NNN000011901  
0200010036800442110198514YNNNMNNN000011901  
0200050036800442110198514NNNNMNNN000011901  
0200060036800442110198514YNNNMNNN000011901  
0200080036800442110198514YNNNMNNN000011901  
0200090036800442110198514YNNNMNNN000011901  
0200110036800442110198514YNNNMNNN000011901  
0200120036800442110198514YNNNMNNN000011901  
0200140036800442110198514YNNNMNNN000011901  
0200150036800442110198514YNNNMNNN000011901  
0200010036800442110198515YNNN NNN000011901  
0200060036800442110198515YNNN NNN000011901  
0200090036800442110198515YNNN NNN000011901  
0200120036800442110198515YNNN NNY000011901  
0200140036800442110198515YNNN NNY000011901  
0200010036800442110198516YNNNMNNN000011901  
0200050036800442110198516NNNNMNNN000011901  
0200060036800442110198516YNNNMNNN000011901  
0200080036800442110198516NNNNMNNN000011901  
0200090036800442110198516NNNNMNNN000011901  
0200110036800442110198516NNNNMNNN000011901  
0200120036800442110198516YNNNMNNN000011901  
0200140036800442110198516YNNNMNNN000011901  
0200150036800442110198516YNNNMNNN000011901  
0200010036800442110198517YNNN NNN000011901  
0200120036800442110198517YNNN NNN000011901  
0200150036800442110198517YNNN NNN000011901  
0200060036800442110198518YNNN NNN000011901  
0200120036800442110198518YNNN NNN000011901  
0200060036800442110198519YNNN NNN000011901  
0200120036800442110198519YNNN NNN000011901  
0200060036800442110198520YNNN NNN000011901  
0200060036800442110198521YNNN NNN000011901  
0200060036800442110198522YNNN NNN000011901  
0200010036800442110198530YNNNMNNY000009901  
0200050036800442110198530NNNNMNNY000009901  
0200060036800442110198530NNNNMNNY000009901  
0200080036800442110198530YNNNMNNY000009901  
0200090036800442110198530NNNNMNNY000009901  
0200110036800442110198530NNNNMNNY000009901  
0200120036800442110198530NNNNMNNY000009901  
0200140036800442110198530NNNNMNNY000009901  
0200150036800442110198530YNNNMNNY000009901  
0200010036800442110198531YNNNLNNN000009901  
0200050036800442110198531NNNNLNNN000009901  
0200060036800442110198531YNNNLNNN000009901  
0200080036800442110198531YNNNLNNN000009901  
0200090036800442110198531NNNNLNNN000009901  
0200110036800442110198531NNNNLNNN000009901  
0200120036800442110198531YNNNLNNN000009901  
0200140036800442110198531YNNNLNNN000009901  
0200150036800442110198531YNNNLNNN000009901  
0200010036800442110198532YNNN NNN000009901  
0200050036800442110198532YNNN NNN000009901  
0200080036800442110198532YNNN NNN000009901  
0200110036800442110198532YNNN NNN000009901  
0200140036800442110198532YNNN NNN000009901  
0200150036800442110198532YNNN NNN000009901  
0200010036800442110198533YNNN NNN000009901  
0200050036800442110198533YNNN NNN000009901  
0200060036800442110198533YNNN NNN000009901  
0200110036800442110198533YNNN NNN000009901  
0200120036800442110198533YNNN NNN000009901  
0200140036800442110198533YNNN NNN000009901  
0200150036800442110198533YNNN NNN000009901  
0200010036800442110198534YNNN NNN000013501  
0200050036800442110198534YNNN NNN000009901  
0200080036800442110198534YNNN NNN000009901  
0200120036800442110198534YNNN NNY000009901  
0200140036800442110198534YNNN NNN000009901  
0200010036800442110198535YNNN NNY000009901  
0200080036800442110198535YNNN NNN000009901  
0200140036800442110198535YNNN NNN000009901  
0200010036800442110198536YNNN NNY000009901  
0200080036800442110198536YNNN NNN000009901  
0200080036800442110198537YNNN NNN000013501  
0200120036800442110198537YNNN NNY000009901  
0200140036800442110198537YNNN NNN000009901  
0200080036800442110198538YNNN NNN000013501  
0200080036800442110198539YNNN NNN000013501  
0200140036800442110198539YNNN NNN000009901  
0200010036800442110198615YNNN NNN000013501  
0200050036800442110198615YNNN NNN000013501  
0200080036800442110198615YNNN NNN000011901  
0200120036800442110198615YNNN NNN000013501  
0200010036800442110198616YNNNLNNN000011901  
0200050036800442110198616NNNNLNNN000011901  
0200060036800442110198616NNNNLNNN000011901  
0200080036800442110198616YNNNLNNN000011901  
0200090036800442110198616NNNNLNNN000011901  
0200110036800442110198616YNNNLNNN000011901  
0200120036800442110198616YNNNLNNN000011901  
0200140036800442110198616YNNNLNNN000011901  
0200150036800442110198616YNNNLNNN000011901  
0200050036800442110198617YNNN NNN000011901  
0200060036800442110198617YNNN NNN000011901  
0200080036800442110198617YNNN NNN000011901  
0200090036800442110198617YNNN NNN000011901  
0200110036800442110198617YNNN NNN000011901  
0200120036800442110198617YNNN NNN000011901  
0200140036800442110198617YNNN NNN000011901  
0200150036800442110198617YNNN NNN000011901  
0200010036800442110198618YNNNMNNY000009901  
0200050036800442110198618NNNNMNNY000009901  
0200060036800442110198618YNNNMNNY000009901  
0200080036800442110198618YNNNMNNY000009901  
0200090036800442110198618NNNNMNNY000009901  
0200110036800442110198618YNNNMNNY000009901  
0200120036800442110198618YNNNMNNY000009901  
0200140036800442110198618YNNNMNNY000009901  
0200150036800442110198618YNNNMNNY000009901  
0200050036800442110198619YNNN NNN000011901  
0200080036800442110198619YNNN NNN000011901  
0200110036800442110198619YNNN NNN000011901  
0200140036800442110198619YNNN NNN000011901  
0200150036800442110198619YNNN NNN000011901  
0200140036800442110198620YNNN NNN000009901  
0200120036800442110198622NNNY NNN000011901  
0200010036800442110198624NNNN YNN000009901  
0200050036800442110198624NNNN YNN000009901  
0200060036800442110198624NNNN YNN000009901  
0200080036800442110198624NNNN YNN000009901  
0200090036800442110198624NNNN YNN000009901  
0200110036800442110198624NNNN YNN000009901  
0200120036800442110198624NNNN YNN000009901  
0200140036800442110198624NNNN YNN000009901  
0200150036800442110198624NNNN YNN000009901  
0200010036800442110198634NNNN YNN000007901  
0200050036800442110198634NNNN YNN000007901  
0200060036800442110198634NNNN YNN000007901  
0200080036800442110198634NNNN YNN000007901  
0200090036800442110198634NNNN YNN000007901  
0200110036800442110198634NNNN YNN000007901  
0200120036800442110198634NNNN YNN000007901  
0200140036800442110198634NNNN YNN000007901  
0200150036800442110198634NNNN YNN000007901  
0200140036800442110198642NNNY NNY000010901  
0200010036800442110198643NNNN YNN000008901  
0200050036800442110198643NNNN YNN000008901  
0200060036800442110198643NNNN YNN000008901  
0200080036800442110198643NNNN YNN000008901  
0200090036800442110198643NNNN YNN000008901  
0200110036800442110198643NNNN YNN000008901  
0200120036800442110198643NNNN YNN000008901  
0200140036800442110198643NNNY YNY000010901  
0200150036800442110198643NNNN YNN000008901  
0200140036800442110198644NNNY NNY000010901  
0200140036800442110198650NNNY NNN000010901  
0200010036800442110198651NNNN YNN000009901  
0200050036800442110198651NNNN YNN000009901  
0200060036800442110198651NNNN YNN000009901  
0200080036800442110198651NNNN YNN000009901  
0200090036800442110198651NNNN YNN000009901  
0200110036800442110198651NNNN YNN000009901  
0200120036800442110198651NNNN YNN000009901  
0200140036800442110198651NNNN YNN000009901  
0200150036800442110198651NNNN YNN000009901  
0200010036800442110198652NNNN YNN000009901  
0200050036800442110198652NNNN YNN000009901  
0200060036800442110198652NNNN YNN000009901  
0200080036800442110198652NNNN YNN000009901  
0200090036800442110198652NNNN YNN000009901  
0200110036800442110198652NNNN YNN000009901  
0200120036800442110198652NNNN YNN000009901  
0200140036800442110198652NNNN YNN000009901  
0200150036800442110198652NNNN YNN000009901  
0200010036800442110198702YNNN NNN000015501  
0200010036800442110198703YNNN NNN000015501  
0200140036800442110198705YNNN NNY000010901  
0200010036800442110198713NNNN YNN000015501  
0200050036800442110198713NNNN YNN000015501  
0200060036800442110198713NNNN YNN000015501  
0200080036800442110198713NNNN YNN000015501  
0200090036800442110198713NNNN YNN000015501  
0200110036800442110198713NNNN YNN000015501  
0200120036800442110198713NNNN YNN000015501  
0200140036800442110198713NNNN YNN000015501  
0200150036800442110198713NNNN YNN000015501  
0200010036800442110198717NNNN YNN000009901  
0200050036800442110198717NNNN YNN000009901  
0200060036800442110198717NNNN YNN000009901  
0200080036800442110198717NNNN YNN000009901  
0200090036800442110198717YNNN YNN000009901  
0200110036800442110198717NNNN YNN000009901  
0200120036800442110198717NNNN YNN000009901  
0200140036800442110198717NNNN YNN000009901  
0200150036800442110198717NNNN YNN000009901  
0200010036800442110198719NNNN YNN000009901  
0200050036800442110198719NNNN YNN000009901  
0200060036800442110198719NNNN YNN000009901  
0200080036800442110198719NNNN YNN000009901  
0200090036800442110198719NNNN YNN000009901  
0200110036800442110198719NNNN YNN000009901  
0200120036800442110198719NNNN YNN000009901  
0200140036800442110198719NNNN YNN000009901  
0200150036800442110198719NNNN YNN000009901  
0200010036800442360198603NNNNMNNN000009901  
0200050036800442360198603NNNNMNNN000009901  
0200060036800442360198603NNNNMNNN000009901  
0200080036800442360198603NNNNMNNN000009901  
0200090036800442360198603NNNNMNNN000009901  
0200110036800442360198603NNNNMNNN000009901  
0200120036800442360198603NNNNMNNN000009901  
0200140036800442360198603NNNNMNNN000009901  
0200150036800442360198603NNNNMNNN000009901  
0200060037000004060198645YNNN NYN000010901  
0200090037000004060198645YNNN NNN000010901  
0200090037000004060198646YNNN NYN000010901  
0100390037000004070198519NNNNLNNN000015901  
0100160037000004070198524NNNNMNNY000013901  
0100180037000004070198524NNNNMNNY000013901  
0100210037000004070198524NNNNMNNY000013901  
0100240037000004070198524NNNNMNNY000013901  
0100260037000004070198524NNNNMNNY000013901  
0100290037000004070198524NNNNMNNY000013901  
0100020037000004070198528NNNNLNNY000015901  
0100020037000004070198535YNNN NNY000015901  
0100390037000004070198535NNYNMNNY000011901  
0100020037000004070198536NNNN YNN000016901  
0100390037000004070198536YNNN NNY000015901  
0100390037000004070198537YNNN NNY000015901  
0100020037000004070198543NNNNLNNY000014901  
0100160037000004070198611NNNNMNNY000014901  
0100180037000004070198611NNNNMNNY000014901  
0100210037000004070198611NNNNMNNY000014901  
0100240037000004070198611NNNNMNNY000014901  
0100260037000004070198611NNNNMNNY000014901  
0100290037000004070198611NNNNMNNY000014901  
0100390037000004070198612NNNNMNNY000014901  
0100390037000004070198613NNNNMNNY000012301  
0100390037000004070198615YNNN YNN000016901  
0100160037000004070198623NNNN YNN000016901  
0100180037000004070198623NNNN YNN000016901  
0100210037000004070198623NNNN YNN000016901  
0100240037000004070198623NNNN YNN000016901  
0100260037000004070198623NNNN YNN000016901  
0100290037000004070198623NNNN YNN000016901  
0100030037000004070198645NNNNMNNY000016901  
0100040037000004070198645NNNNMNNY000016901  
0100070037000004070198645NNNNMNNY000016901  
0100450037000004070198703NNNY NNY000016101  
0100430037000004070198704YNNNMNNY000015901  
0100450037000004070198704NNNY NNY000016101  
0100430037000004070198705YNNN NNY000016301  
0100450037000004070198705NNNY NNY000016101  
0100430037000004070198716YNNN NNN000016301  
0100430037000004070198717YNNN NNY000016301  
0200170037000004070198523NNNNMNNY000014901  
0200190037000004070198523NNNNMNNY000014901  
0200200037000004070198523NNNNMNNY000014901  
0200010037000004070198532NNNNMNNN000014901  
0200050037000004070198532NNNNMNNN000014901  
0200060037000004070198532NNNNMNNN000014901  
0200080037000004070198532NNNNMNNN000014901  
0200090037000004070198532NNNNMNNN000014901  
0200110037000004070198532NNNNMNNN000014901  
0200120037000004070198532NNNNMNNN000014901  
0200140037000004070198532NNNNMNNN000014901  
0200150037000004070198532NNNNMNNN000014901  
0200190037000004070198533YNNN NNN000016701  
0200190037000004070198534YNNN NNN000016701  
0200190037000004070198535YNNN NNN000016701  
0200230037000004070198538YNNN NNY000015901  
0200150037000004070198608NYNN NNN000016701  
0200010037000004070198630NNNNMNNY000013901  
0200050037000004070198630NNNNMNNY000013901  
0200060037000004070198630NNNNMNNY000013901  
0200080037000004070198630NNNNMNNY000013901  
0200090037000004070198630NNNNMNNY000013901  
0200110037000004070198630NNNNMNNY000013901  
0200120037000004070198630NNNNMNNY000013901  
0200140037000004070198630NNNNMNNY000013901  
0200150037000004070198630YNNNMNNY000013901  
0200010037000004070198631YNNN NNN000013901  
0200170037000004070198631NNNNMNNY000015901  
