0101198650110110007300160004132000036100100000012500055000000000000000000000000010000000006NNNNN NNN1   
0101198537710110010700240003126500010100100000020000297500000000000000000000000010000000022NNNNN NNN1   
0101198541210110010700240003126500010100100000020000297500000000000000000000000010000000022NNNNN NNN1   
0101198541710110010700240003126500010100100000020000297500000000000000000000000010000000022NNNNN NNN1   
0101198545710110010700240003126500018100100000019900297500000000000000000000000010000000022NNNNN NNN1   
0101198547520110010700240003126900018100100000019900300000000000000000000000000010000000023NNNNN NNN1   
0101198601710110010700240003126500018100100000019500297500000000000000000000000010000000022NNNNN NNN1   
0101198605610110010700240003126500018100100000019500297500000000000000000000000010000000022NNNNN NNN1   
0101198607710110010700240003126300018100100000017900297500000000000000000000000010000000021NNNNN NNN1   
0101198609710110010700240003126500018100100000019500297500000000000000000000000010000000022NNNNN NNN1   
0101198613110110010700240003126300010100100000018600297500000000000000000000000010000000021NNNNN NNN1   
0101198615710110010700240003126300036100100000018800297500000000000000000000000010000000021NNNNN NNN1   
0101198617510110010700240003126500010100100000018600297500000000000000000000000010000000022NNNNN NNN1   
0101198619710110010700240003126500010100100000018600297500000000000000000000000010000000022NNNNN NNN1   
0101198621510110010700240003126500018100100000019500297500000000000000000000000010000000022NNNNN NNN1   
0101198625710110010700240003126500018100100000019500297500000000000000000000000010000000022NNNNN NNN1   
0101198627510110010700240003126500018100100000019500297500000000000000000000000010000000022NNNNN NNN1   
0101198629710110010700240003126500018100100000019500297500000000000000000000000010000000022NNNNN NNN1   
0101198631710110010700240003126500010100100000018600297500000000000000000000000010000000022NNNNN NNN1   
0101198633710110010700240003126500010100100000019700297500000000000000000000000010000000022NNNNN NNN1   
0101198635710110010700240003126500010100100000019700297500000000000000000000000010000000022NNNNN NNN1   
0101198639710110010700240003126500018100100000020700297500000000000000000000000010000000022NNNNN NNN1   
0101198641610110010700160005022000010100100000019700225000000000000000000000000010000000016NNNNN NNN1   
0101198641610110010700160005020000010100100000019700222500000000000000000000000010000000014NNNNN NNN1   
0101198643610110010700240003126500018100100000020700297500000000000000000000000010000000022NNNNN NNN1   
0101198645610110010700240003126500018100100000020700297500000000000000000000000010000000022NNNNN NNN1   
0101198649710110010700240003126500018100100000020900297500000000000000000000000010000000022NNNNN NNN1   
0101198701510110010700240003126500018100100000020900297500000000000000000000000010000000022NNNNN NNN1   
0101198705110110010700443001213700010100100000017500290000000000000000000000000010000000033NNNNN NNN1   
0101198705710110010700240003126500018100100000020900297500000000000000000000000010000000022NNNNN NNN1   
0101198707610110010700160005020000010100100000021000217500000000000000000000000010000000014NNNNN NNN1   
0101198711710110010700240003126500018100100000020900297500000000000000000000000010000000022NNNNN NNN1   
0101198711710110010700160005020000018100100000024900217500000000000000000000000010000000014NNNNN NNN1   
